"","id","ances","weight","date","ances.date"
"271",271,309,2,2009-04-28,2009-04-26
"272",272,75,0,2009-05-01,2009-04-30
"273",273,277,0,2009-04-27,2009-04-26
"274",274,273,0,2009-04-28,2009-04-27
"275",275,274,0,2009-04-29,2009-04-28
"276",276,268,0,2009-04-28,2009-04-27
"277",277,210,0,2009-04-26,2009-04-25
"278",278,269,0,2009-04-30,2009-04-29
"279",279,274,0,2009-04-29,2009-04-28
"280",280,26,0,2009-04-27,2009-04-26
"281",281,282,0,2009-04-27,2009-04-26
"282",282,237,0,2009-04-26,2009-04-25
"283",283,268,0,2009-04-28,2009-04-27
"284",284,122,2,2009-04-25,2009-04-02
"285",285,273,0,2009-04-28,2009-04-27
"286",286,237,0,2009-04-26,2009-04-25
"287",287,237,0,2009-04-26,2009-04-25
"288",288,217,2,2009-05-02,2009-04-24
"289",289,270,0,2009-05-01,2009-04-30
"290",290,274,0,2009-04-29,2009-04-28
"291",291,273,0,2009-04-28,2009-04-27
"292",292,237,0,2009-04-26,2009-04-25
"293",293,268,0,2009-04-28,2009-04-27
"294",294,26,0,2009-04-27,2009-04-26
"295",295,273,0,2009-04-28,2009-04-27
"296",296,273,0,2009-04-28,2009-04-27
"297",297,274,0,2009-04-29,2009-04-28
"298",298,26,0,2009-04-27,2009-04-26
"299",299,268,0,2009-04-28,2009-04-27
"300",300,284,0,2009-04-28,2009-04-25
"301",301,26,0,2009-04-27,2009-04-26
"302",302,122,2,2009-04-27,2009-04-02
"303",303,26,0,2009-04-27,2009-04-26
"304",304,268,0,2009-04-28,2009-04-27
"305",305,26,0,2009-04-27,2009-04-26
"306",306,210,0,2009-04-26,2009-04-25
"307",307,273,0,2009-04-28,2009-04-27
"308",308,313,0,2009-05-04,2009-05-02
"309",309,284,0,2009-04-26,2009-04-25
"310",310,122,2,2009-04-27,2009-04-02
"311",311,358,0,2009-05-01,2009-04-30
"312",312,273,0,2009-04-28,2009-04-27
"313",313,276,0,2009-05-02,2009-04-28
"314",314,309,0,2009-04-28,2009-04-26
"315",315,246,0,2009-04-24,2009-04-23
"316",316,268,0,2009-04-28,2009-04-27
"317",317,26,0,2009-04-27,2009-04-26
"318",318,294,0,2009-04-29,2009-04-27
"319",319,310,0,2009-04-30,2009-04-27
"320",320,194,0,2009-04-26,2009-04-24
"321",321,315,0,2009-04-25,2009-04-24
"322",322,268,0,2009-04-28,2009-04-27
"323",323,273,0,2009-04-28,2009-04-27
"324",324,172,2,2009-05-19,2009-04-26
"325",325,343,0,2009-05-07,2009-04-29
"326",326,327,2,2009-05-01,2009-04-30
"327",327,87,0,2009-04-30,2009-04-29
"328",328,151,0,2009-05-23,2009-05-20
"329",329,313,0,2009-05-04,2009-05-02
"330",330,378,0,2009-05-01,2009-04-27
"331",331,150,0,2009-05-09,2009-05-08
"332",332,122,4,2009-05-05,2009-04-02
"333",333,239,0,2009-04-30,2009-04-28
"334",334,247,2,2009-05-11,2009-04-14
"335",335,248,2,2009-05-12,2009-04-25
"336",336,260,0,2009-05-07,2009-04-28
"337",337,174,0,2009-04-30,2009-04-28
"338",338,337,0,2009-05-01,2009-04-30
"339",339,181,0,2009-05-01,2009-04-22
"340",340,25,0,2009-04-28,2009-04-27
"341",341,25,0,2009-04-28,2009-04-27
"342",342,174,0,2009-04-30,2009-04-28
"343",343,359,0,2009-04-29,2009-04-28
"344",344,176,4,2009-04-29,2009-03-30
"345",345,122,2,2009-04-27,2009-04-02
"346",346,347,0,2009-05-05,2009-05-04
"347",347,313,0,2009-05-04,2009-05-02
"348",348,184,0,2009-04-26,2009-04-25
"349",349,171,0,2009-04-29,2009-04-26
"350",350,217,0,2009-04-25,2009-04-24
"351",351,246,0,2009-04-24,2009-04-23
"352",352,289,0,2009-05-08,2009-05-01
"353",353,354,0,2009-05-23,2009-05-18
"354",354,352,0,2009-05-18,2009-05-08
"355",355,234,0,2009-04-27,2009-04-24
"356",356,264,0,2009-05-01,2009-04-25
"357",357,260,0,2009-04-29,2009-04-28
"358",358,179,0,2009-04-30,2009-04-09
"359",359,122,4,2009-04-28,2009-04-02
"360",360,239,2,2009-06-01,2009-04-28
"361",361,122,2,2009-04-14,2009-04-02
"362",362,128,0,2009-04-15,2009-04-14
"363",363,361,0,2009-04-23,2009-04-14
"364",364,427,0,2009-06-18,2009-06-17
"365",365,87,0,2009-04-30,2009-04-29
"366",366,246,0,2009-04-24,2009-04-23
"367",367,247,6,2009-05-05,2009-04-14
"368",368,255,0,2009-04-29,2009-04-27
"369",369,253,0,2009-04-26,2009-04-24
"370",370,368,0,2009-05-22,2009-04-29
"371",371,20,0,2009-05-31,2009-05-30
"372",372,371,2,2009-06-14,2009-05-31
"373",373,371,0,2009-06-05,2009-05-31
"374",374,373,0,2009-06-14,2009-06-05
"375",375,199,0,2009-05-06,2009-04-30
"376",376,10,0,2009-04-27,2009-04-24
"377",377,376,0,2009-04-30,2009-04-27
"378",378,122,2,2009-04-27,2009-04-02
"379",379,261,0,2009-05-07,2009-05-04
"380",380,246,2,2009-06-16,2009-04-23
"381",381,427,0,2009-06-18,2009-06-17
"382",382,28,0,2009-04-22,2009-04-16
"383",383,176,4,2009-04-21,2009-03-30
"384",384,427,0,2009-06-18,2009-06-17
"385",385,428,0,2009-05-19,2009-05-17
"386",386,390,0,2009-05-11,2009-05-06
"387",387,294,2,2009-05-11,2009-04-27
"388",388,274,0,2009-04-29,2009-04-28
"389",389,430,0,2009-05-13,2009-05-12
"390",390,86,0,2009-05-06,2009-05-02
"391",391,82,0,2009-05-06,2009-05-05
"392",392,237,0,2009-04-26,2009-04-25
"393",393,425,0,2009-05-17,2009-05-16
"394",394,25,0,2009-04-28,2009-04-27
"395",395,305,0,2009-05-04,2009-04-27
"396",396,404,0,2009-05-17,2009-05-16
"397",397,418,0,2009-05-14,2009-05-12
"398",398,308,0,2009-05-08,2009-05-04
"399",399,429,0,2009-06-03,2009-05-20
"400",400,418,0,2009-05-13,2009-05-12
"401",401,156,2,2009-05-29,2009-05-26
"402",402,122,4,2009-05-25,2009-04-02
"403",403,82,0,2009-05-06,2009-05-05
"404",404,397,0,2009-05-16,2009-05-14
"405",405,397,0,2009-05-16,2009-05-14
"406",406,423,0,2009-05-20,2009-05-19
"407",407,315,4,2009-05-06,2009-04-24
"408",408,393,0,2009-05-20,2009-05-17
"409",409,389,0,2009-05-14,2009-05-13
"410",410,409,2,2009-06-05,2009-05-14
"411",411,76,0,2009-05-02,2009-05-01
"412",412,97,0,2009-05-17,2009-05-16
"413",413,94,0,2009-06-10,2009-06-06
"414",414,431,2,2009-05-20,2009-05-19
"415",415,397,0,2009-05-16,2009-05-14
"416",416,305,0,2009-05-04,2009-04-27
"417",417,305,0,2009-05-04,2009-04-27
"418",418,395,0,2009-05-12,2009-05-04
"419",419,397,0,2009-05-16,2009-05-14
"420",420,217,2,2009-05-26,2009-04-24
"421",421,352,0,2009-05-18,2009-05-08
"422",422,398,0,2009-05-12,2009-05-08
"423",423,422,0,2009-05-19,2009-05-12
"424",424,422,0,2009-05-19,2009-05-12
"425",425,122,2,2009-05-16,2009-04-02
"426",426,397,0,2009-05-16,2009-05-14
"427",427,93,0,2009-06-17,2009-06-14
"428",428,433,0,2009-05-17,2009-05-08
"429",429,385,0,2009-05-20,2009-05-19
"430",430,411,0,2009-05-12,2009-05-02
"431",431,354,0,2009-05-19,2009-05-18
"432",432,390,0,2009-05-11,2009-05-06
"433",433,267,0,2009-05-08,2009-04-29
